source,target,Fisher_Z,avg_r
Frontal_Mid_L,Cerebelum_8_L,0.0121,0.0121
Amygdala_R,Cerebelum_8_L,-0.012,-0.012
Frontal_Inf_Tri_L,Vermis_10,0.012,0.012
Precentral_L,Vermis_6,0.012,0.012
Insula_L,Vermis_10,0.012,0.012
Amygdala_R,Vermis_10,0.0119,0.0119
Temporal_Pole_Sup_R,Cerebelum_9_L,-0.0119,-0.0119
Supp_Motor_Area_R,Cerebelum_Crus2_R,-0.0118,-0.0118
Frontal_Sup_Orb_R,Vermis_7,0.0118,0.0118
Occipital_Inf_R,Cerebelum_Crus1_L,-0.0118,-0.0118
Frontal_Sup_L,Cerebelum_9_R,0.0118,0.0118
Rolandic_Oper_R,Cerebelum_9_R,0.0118,0.0118
Rectus_L,Temporal_Inf_L,0.0118,0.0118
Parietal_Sup_L,Cerebelum_Crus1_R,-0.0117,-0.0117
Precuneus_L,Cerebelum_Crus2_L,-0.0117,-0.0117
Hippocampus_L,Cerebelum_8_L,-0.0117,-0.0117
Temporal_Pole_Sup_L,Cerebelum_9_L,-0.0117,-0.0117
Parietal_Sup_R,Vermis_10,0.0116,0.0116
Occipital_Inf_L,Cerebelum_Crus2_L,0.0116,0.0116
Paracentral_Lobule_R,Vermis_6,0.0116,0.0116
Occipital_Inf_R,Cerebelum_3_L,0.0116,0.0116
Temporal_Sup_R,Cerebelum_9_R,0.0115,0.0115
Frontal_Med_Orb_R,Cerebelum_9_R,0.0115,0.0115
Cingulum_Ant_R,Cerebelum_8_L,0.0115,0.0115
Occipital_Sup_L,Cerebelum_Crus2_R,-0.0115,-0.0115
Parietal_Inf_L,Cerebelum_9_L,0.0115,0.0115
Angular_L,Vermis_8,0.0115,0.0115
Rolandic_Oper_R,Vermis_10,0.0115,0.0115
Cerebelum_7b_L,Cerebelum_8_L,0.0115,0.0115
Frontal_Inf_Oper_L,Temporal_Pole_Mid_L,0.0115,0.0115
Cerebelum_9_R,Vermis_8,0.0115,0.0115
Cingulum_Ant_L,Cerebelum_9_R,0.0114,0.0114
Cingulum_Post_L,Cerebelum_Crus1_L,-0.0114,-0.0114
Insula_L,Cerebelum_Crus2_L,0.0114,0.0114
Calcarine_L,Cerebelum_Crus1_L,0.0114,0.0114
Frontal_Mid_Orb_L,Cerebelum_Crus1_L,0.0114,0.0114
Amygdala_R,Parietal_Sup_L,-0.0113,-0.0113
Frontal_Mid_L,Temporal_Pole_Mid_R,-0.0113,-0.0113
Frontal_Sup_Medial_R,Temporal_Pole_Mid_R,0.0112,0.0112
Cerebelum_8_R,Vermis_9,0.0112,0.0112
Insula_R,Cerebelum_9_R,0.0112,0.0112
Cerebelum_Crus2_R,Cerebelum_8_L,0.0112,0.0112
Rectus_R,Parietal_Inf_R,0.0111,0.0111
Parietal_Sup_R,Cerebelum_6_R,0.0111,0.0111
Cingulum_Mid_R,Cerebelum_Crus1_L,-0.0111,-0.0111
Pallidum_L,Vermis_10,0.0111,0.0111
Hippocampus_R,Temporal_Pole_Mid_R,-0.0111,-0.0111
Cingulum_Post_R,Vermis_7,0.0111,0.0111
Hippocampus_R,Cerebelum_Crus2_L,-0.0111,-0.0111
Frontal_Mid_Orb_R,Vermis_9,0.0111,0.0111
Occipital_Inf_L,Cerebelum_8_L,0.0111,0.0111
Thalamus_R,Cerebelum_Crus1_L,0.0111,0.0111
Thalamus_R,Vermis_7,0.011,0.011
Occipital_Mid_L,Cerebelum_Crus1_R,0.011,0.011
Insula_L,Cerebelum_9_R,0.011,0.011
Parietal_Sup_R,Vermis_9,-0.011,-0.011
Frontal_Mid_Orb_R,Vermis_8,0.011,0.011
Temporal_Pole_Mid_L,Vermis_3,0.011,0.011
Parietal_Inf_L,Cerebelum_6_R,0.011,0.011
Cingulum_Mid_L,Temporal_Pole_Mid_L,0.011,0.011
Frontal_Sup_R,Cerebelum_9_R,0.011,0.011
Frontal_Mid_L,Vermis_7,0.0109,0.0109
Hippocampus_L,Temporal_Pole_Mid_R,0.0109,0.0109
Cingulum_Ant_L,Temporal_Pole_Mid_R,0.0109,0.0109
ParaHippocampal_L,Cerebelum_Crus2_R,-0.0108,-0.0108
Frontal_Sup_Medial_R,Cerebelum_9_L,-0.0108,-0.0108
Frontal_Inf_Tri_L,Vermis_7,0.0107,0.0107
Cerebelum_9_L,Vermis_4_5,-0.0107,-0.0107
Rectus_L,Cerebelum_9_L,-0.0107,-0.0107
Paracentral_Lobule_R,Vermis_10,0.0107,0.0107
Insula_R,Cerebelum_9_L,-0.0107,-0.0107
Occipital_Inf_L,Vermis_7,0.0106,0.0106
Supp_Motor_Area_L,Temporal_Pole_Mid_L,0.0106,0.0106
Postcentral_R,Vermis_10,0.0106,0.0106
Heschl_R,Cerebelum_9_R,0.0106,0.0106
Parietal_Sup_R,Vermis_8,0.0106,0.0106
Cuneus_R,Temporal_Pole_Mid_L,0.0106,0.0106
Cerebelum_Crus1_R,Vermis_6,0.0106,0.0106
Temporal_Inf_R,Cerebelum_8_R,0.0106,0.0106
Parietal_Inf_L,Vermis_6,-0.0106,-0.0106
Cerebelum_3_L,Vermis_10,0.0106,0.0106
Parietal_Inf_L,Temporal_Inf_R,0.0105,0.0105
Cingulum_Mid_L,Vermis_6,0.0105,0.0105
Occipital_Sup_L,Temporal_Pole_Mid_L,0.0105,0.0105
Frontal_Sup_Medial_L,Cerebelum_9_L,-0.0105,-0.0105
Parietal_Sup_L,Temporal_Pole_Sup_R,0.0105,0.0105
Cerebelum_4_5_L,Vermis_7,0.0105,0.0105
Temporal_Sup_R,Cerebelum_Crus1_R,0.0105,0.0105
Cingulum_Ant_R,Cerebelum_9_L,-0.0104,-0.0104
Precuneus_R,Vermis_8,0.0104,0.0104
Caudate_R,Cerebelum_Crus1_R,0.0104,0.0104
Heschl_L,Cerebelum_8_R,-0.0104,-0.0104
Precentral_L,Temporal_Pole_Mid_L,-0.0104,-0.0104
Postcentral_L,Cerebelum_Crus2_R,-0.0103,-0.0103
Fusiform_R,Vermis_10,0.0103,0.0103
Temporal_Pole_Mid_R,Cerebelum_9_L,0.0103,0.0103
Frontal_Inf_Tri_L,Vermis_1_2,-0.0103,-0.0103
Frontal_Inf_Tri_R,Amygdala_R,0.0102,0.0102
Cerebelum_8_L,Cerebelum_8_R,0.0102,0.0102
Frontal_Inf_Oper_L,Cerebelum_Crus1_R,0.0102,0.0102
Lingual_L,Cerebelum_9_L,-0.0102,-0.0102
Frontal_Sup_Medial_R,Vermis_8,0.0102,0.0102
Parietal_Inf_R,Vermis_10,0.0102,0.0102
Temporal_Pole_Sup_L,Cerebelum_9_R,0.0102,0.0102
Postcentral_R,Temporal_Pole_Mid_L,-0.0102,-0.0102
Occipital_Inf_R,Parietal_Inf_R,0.0102,0.0102
Cerebelum_8_L,Cerebelum_9_L,-0.0101,-0.0101
Frontal_Inf_Oper_R,Vermis_10,0.0101,0.0101
Hippocampus_L,Cerebelum_Crus2_R,-0.0101,-0.0101
Postcentral_R,Vermis_6,0.0101,0.0101
Precuneus_L,Vermis_9,-0.01,-0.01
Cerebelum_8_L,Vermis_3,0.01,0.01
Hippocampus_L,Vermis_10,0.01,0.01
Frontal_Inf_Tri_L,Temporal_Pole_Mid_L,0.0099,0.0099
Lingual_L,Vermis_8,0.0099,0.0099
Cerebelum_4_5_L,Vermis_10,0.0099,0.0099
Frontal_Inf_Oper_L,Cerebelum_Crus2_R,-0.0099,-0.0099
Cerebelum_3_R,Cerebelum_9_L,-0.0098,-0.0098
Precentral_R,Vermis_6,0.0098,0.0098
Frontal_Mid_L,Temporal_Pole_Mid_L,-0.0098,-0.0098
Cerebelum_6_R,Vermis_10,0.0098,0.0098
Hippocampus_L,Cerebelum_8_R,-0.0098,-0.0098
Temporal_Pole_Sup_R,Vermis_10,0.0098,0.0097
Frontal_Inf_Tri_L,Cerebelum_Crus1_L,0.0097,0.0097
Frontal_Sup_Orb_R,Cerebelum_Crus1_R,0.0097,0.0097
Cerebelum_Crus1_R,Cerebelum_8_R,0.0097,0.0097
Precuneus_L,Temporal_Pole_Mid_R,-0.0097,-0.0097
Calcarine_L,Cerebelum_9_R,0.0097,0.0097
Frontal_Sup_L,Temporal_Pole_Mid_R,-0.0097,-0.0097
Cuneus_R,Cerebelum_9_R,0.0097,0.0097
Lingual_L,Vermis_10,0.0097,0.0097
Cerebelum_Crus1_L,Cerebelum_Crus2_R,0.0096,0.0096
Cuneus_R,Temporal_Pole_Mid_R,0.0096,0.0096
Occipital_Mid_R,Vermis_9,0.0096,0.0096
Cerebelum_9_R,Vermis_9,0.0095,0.0095
Cerebelum_9_L,Vermis_3,-0.0095,-0.0095
Precuneus_L,Vermis_10,0.0095,0.0095
Temporal_Sup_L,Cerebelum_9_R,0.0095,0.0095
Frontal_Sup_Orb_L,Vermis_9,0.0095,0.0095
Cingulum_Mid_R,Cerebelum_Crus1_R,-0.0095,-0.0095
Insula_R,Vermis_10,0.0095,0.0095
Heschl_R,Cerebelum_9_L,-0.0095,-0.0095
Frontal_Inf_Orb_R,Cerebelum_9_L,-0.0094,-0.0094
SupraMarginal_R,Cerebelum_Crus2_L,-0.0094,-0.0094
Olfactory_L,Cerebelum_Crus2_L,-0.0094,-0.0094
Frontal_Med_Orb_R,Vermis_9,0.0094,0.0094
Precentral_L,Cerebelum_Crus1_L,0.0094,0.0094
SupraMarginal_L,Cerebelum_9_R,-0.0094,-0.0094
Parietal_Sup_L,Cerebelum_Crus2_L,-0.0093,-0.0093
SupraMarginal_R,Cerebelum_Crus2_R,-0.0093,-0.0093
Rolandic_Oper_L,Cerebelum_9_R,0.0093,0.0093
Cingulum_Post_L,Temporal_Pole_Mid_R,-0.0093,-0.0093
Cerebelum_6_L,Vermis_9,0.0092,0.0092
Lingual_R,Temporal_Pole_Mid_L,0.0092,0.0092
Thalamus_R,Vermis_8,0.0092,0.0092
Insula_R,Cerebelum_Crus1_L,0.0092,0.0092
Precentral_R,Temporal_Pole_Mid_R,-0.0092,-0.0092
Cuneus_L,Cerebelum_8_R,0.0092,0.0092
SupraMarginal_L,Temporal_Pole_Mid_L,0.0091,0.0091
Parietal_Sup_L,Vermis_8,0.0091,0.0091
Frontal_Inf_Oper_R,Cerebelum_Crus2_R,-0.0091,-0.0091
SupraMarginal_L,Cerebelum_9_L,0.0091,0.0091
Olfactory_L,Vermis_9,0.0091,0.0091
Hippocampus_L,Cerebelum_Crus2_L,0.0091,0.0091
Precuneus_R,Vermis_9,-0.009,-0.009
Vermis_3,Vermis_10,0.009,0.009
Occipital_Sup_R,Cerebelum_Crus1_R,0.009,0.009
Temporal_Mid_R,Cerebelum_Crus1_L,0.009,0.009
Frontal_Inf_Oper_R,Temporal_Pole_Mid_L,0.009,0.009
Fusiform_R,Cerebelum_9_L,-0.0089,-0.0089
Frontal_Inf_Tri_R,Vermis_9,0.0089,0.0089
Frontal_Inf_Orb_L,Cerebelum_9_L,-0.0089,-0.0089
Occipital_Inf_L,Cerebelum_9_R,0.0089,0.0089
Cingulum_Mid_L,Cerebelum_Crus1_R,-0.0089,-0.0089
Fusiform_R,Cerebelum_Crus2_L,-0.0089,-0.0089
Precentral_L,Vermis_7,-0.0088,-0.0088
Cerebelum_4_5_R,Cerebelum_9_L,-0.0088,-0.0088
Cingulum_Post_L,Cerebelum_Crus2_R,-0.0088,-0.0088
Frontal_Mid_Orb_L,Vermis_9,0.0088,0.0088
Precentral_R,Cerebelum_Crus2_R,-0.0088,-0.0088
Parietal_Sup_L,Vermis_6,0.0087,0.0087
Cingulum_Ant_L,Cerebelum_9_L,-0.0087,-0.0087
Postcentral_L,Cerebelum_Crus2_L,0.0087,0.0087
Cerebelum_Crus1_R,Vermis_4_5,0.0087,0.0087
Temporal_Pole_Mid_L,Cerebelum_9_L,0.0087,0.0087
Frontal_Sup_Orb_L,Cerebelum_9_L,-0.0087,-0.0087
ParaHippocampal_R,Temporal_Pole_Mid_L,-0.0087,-0.0087
Fusiform_L,Cerebelum_8_R,0.0087,0.0087
Temporal_Pole_Mid_L,Cerebelum_4_5_L,0.0087,0.0087
Lingual_L,Cerebelum_Crus2_L,-0.0087,-0.0087
Temporal_Mid_L,Cerebelum_9_R,0.0086,0.0086
Parietal_Sup_L,Cerebelum_9_L,0.0086,0.0086
Frontal_Inf_Orb_R,Vermis_10,0.0086,0.0086
Paracentral_Lobule_L,Vermis_9,-0.0086,-0.0086
ParaHippocampal_R,Cerebelum_Crus2_L,-0.0086,-0.0086
Pallidum_R,Cerebelum_Crus1_R,0.0086,0.0086
Frontal_Mid_Orb_R,Cerebelum_9_R,0.0086,0.0086
Frontal_Inf_Oper_R,Cerebelum_8_L,0.0086,0.0086
Rolandic_Oper_R,Cerebelum_Crus2_R,-0.0086,-0.0086
Occipital_Sup_R,Vermis_9,0.0085,0.0085
Precentral_L,Cerebelum_8_L,0.0085,0.0085
Temporal_Sup_R,Cerebelum_Crus2_L,-0.0085,-0.0085
Angular_R,Cerebelum_Crus2_R,-0.0085,-0.0085
Frontal_Sup_Orb_R,Vermis_8,0.0085,0.0085
Cerebelum_9_R,Vermis_10,0.0085,0.0085
Temporal_Pole_Sup_R,Vermis_8,-0.0085,-0.0085
Precentral_L,Amygdala_R,-0.0085,-0.0085
Amygdala_R,Cerebelum_9_L,-0.0085,-0.0085
Temporal_Inf_R,Cerebelum_9_L,-0.0085,-0.0085
Frontal_Mid_L,Occipital_Inf_R,0.0084,0.0084
Frontal_Inf_Oper_R,Vermis_6,0.0084,0.0084
Pallidum_L,Cerebelum_9_R,0.0084,0.0084
Hippocampus_L,Cerebelum_9_R,-0.0084,-0.0084
Lingual_R,Vermis_10,0.0084,0.0084
Frontal_Sup_Orb_R,Cerebelum_Crus1_L,0.0084,0.0084
Cingulum_Mid_L,Occipital_Inf_R,0.0084,0.0084
Paracentral_Lobule_R,Vermis_9,-0.0084,-0.0084
Frontal_Inf_Orb_L,Vermis_9,0.0084,0.0084
Caudate_L,Vermis_1_2,0.0084,0.0084
Temporal_Pole_Mid_R,Cerebelum_8_R,-0.0083,-0.0083
Thalamus_L,Cerebelum_Crus2_L,0.0083,0.0083
Temporal_Pole_Mid_L,Vermis_10,0.0083,0.0083
Paracentral_Lobule_R,Vermis_8,0.0083,0.0083
SupraMarginal_R,Vermis_10,0.0083,0.0083
Calcarine_R,Cerebelum_9_R,0.0083,0.0083
Hippocampus_L,Vermis_8,-0.0083,-0.0083
Cerebelum_Crus2_L,Cerebelum_4_5_L,-0.0083,-0.0083
Rolandic_Oper_L,Cerebelum_9_L,-0.0083,-0.0083
Parietal_Sup_R,Cerebelum_Crus2_L,-0.0082,-0.0082
Thalamus_R,Cerebelum_9_R,0.0082,0.0082
Cerebelum_9_L,Cerebelum_9_R,-0.0082,-0.0082
Frontal_Inf_Orb_L,Cerebelum_9_R,0.0082,0.0082
Cerebelum_4_5_L,Cerebelum_9_L,-0.0082,-0.0082
Amygdala_L,Cerebelum_9_L,0.0082,0.0082
Parietal_Inf_L,Cerebelum_Crus2_L,0.0082,0.0082
Lingual_L,Cerebelum_Crus1_R,0.0082,0.0082
Fusiform_L,Vermis_9,0.0082,0.0082
Frontal_Inf_Oper_R,Cerebelum_Crus1_R,0.0082,0.0082
Angular_R,Cerebelum_9_R,0.0082,0.0082
Cerebelum_3_L,Cerebelum_9_L,-0.0081,-0.0081
Rectus_R,Vermis_7,0.0081,0.0081
Frontal_Inf_Oper_L,Cerebelum_8_L,0.0081,0.0081
Frontal_Sup_Medial_R,Cerebelum_9_R,0.0081,0.0081
Temporal_Pole_Mid_L,Temporal_Inf_L,0.0081,0.0081
Olfactory_R,Cerebelum_Crus2_R,-0.0081,-0.0081
Occipital_Mid_L,Cerebelum_8_R,0.0081,0.0081
Rolandic_Oper_L,Cerebelum_8_L,0.0081,0.0081
Heschl_L,Vermis_9,-0.008,-0.008
Cerebelum_6_L,Cerebelum_8_R,0.008,0.008
Heschl_R,Vermis_10,0.008,0.008
Frontal_Mid_L,Cerebelum_Crus1_R,-0.008,-0.008
Frontal_Sup_L,Cerebelum_9_L,-0.008,-0.008
Temporal_Pole_Sup_L,Cerebelum_Crus2_R,0.008,0.008
Frontal_Sup_Medial_R,Cerebelum_Crus1_R,0.008,0.008
Parietal_Sup_L,Vermis_7,-0.008,-0.008
Thalamus_R,Cerebelum_9_L,-0.008,-0.008
Thalamus_L,Vermis_10,0.0079,0.0079
Pallidum_R,Cerebelum_8_R,-0.0079,-0.0079
Frontal_Sup_R,Cerebelum_Crus2_R,-0.0079,-0.0079
Lingual_R,Cerebelum_9_L,-0.0079,-0.0079
Angular_L,Cerebelum_8_L,0.0079,0.0079
Caudate_R,Cerebelum_Crus2_L,0.0079,0.0079
Cuneus_L,Cerebelum_Crus2_R,-0.0078,-0.0078
Cingulum_Mid_R,Temporal_Pole_Mid_L,0.0078,0.0078
Occipital_Mid_L,Cerebelum_Crus2_R,-0.0078,-0.0078
Cerebelum_Crus1_R,Cerebelum_4_5_L,-0.0078,-0.0078
Heschl_R,Vermis_8,0.0078,0.0078
Amygdala_L,Parietal_Inf_L,-0.0078,-0.0078
Postcentral_R,Cerebelum_Crus2_R,-0.0078,-0.0078
Cerebelum_4_5_L,Vermis_8,0.0078,0.0078
Cerebelum_3_R,Cerebelum_8_L,0.0078,0.0078
Olfactory_R,Parietal_Sup_L,0.0077,0.0077
Rectus_L,Vermis_9,0.0077,0.0077
Frontal_Inf_Oper_R,Temporal_Pole_Mid_R,0.0077,0.0077
Cerebelum_Crus2_R,Vermis_9,-0.0076,-0.0076
ParaHippocampal_R,Temporal_Pole_Mid_R,0.0076,0.0076
Cerebelum_8_L,Cerebelum_9_R,0.0076,0.0076
Cerebelum_4_5_R,Vermis_10,0.0076,0.0076
Thalamus_R,Cerebelum_8_L,0.0076,0.0076
Cerebelum_6_R,Cerebelum_8_L,0.0076,0.0076
Cingulum_Ant_L,Amygdala_R,0.0075,0.0075
Parietal_Inf_L,Vermis_8,0.0075,0.0075
Cingulum_Ant_R,Vermis_9,0.0075,0.0075
Parietal_Sup_L,Vermis_9,-0.0075,-0.0075
Occipital_Sup_R,Cerebelum_9_L,-0.0075,-0.0075
Cingulum_Post_L,Cerebelum_Crus1_R,-0.0075,-0.0075
Cerebelum_Crus2_L,Vermis_8,0.0075,0.0075
Putamen_R,Cerebelum_Crus2_L,0.0075,0.0075
Cerebelum_Crus1_R,Cerebelum_Crus2_L,-0.0075,-0.0075
Cerebelum_6_R,Cerebelum_9_L,-0.0075,-0.0075
Cingulum_Ant_R,Vermis_8,0.0075,0.0075
Temporal_Mid_L,Cerebelum_Crus2_R,-0.0075,-0.0075
Olfactory_R,Cerebelum_7b_L,-0.0075,-0.0075
Postcentral_L,Vermis_9,-0.0075,-0.0075
Angular_R,Cerebelum_8_L,0.0074,0.0074
Amygdala_L,Vermis_10,0.0074,0.0074
Frontal_Inf_Tri_R,Cerebelum_8_L,0.0074,0.0074
Frontal_Sup_R,Vermis_7,0.0074,0.0074
Frontal_Med_Orb_R,Cerebelum_8_R,0.0074,0.0074
Frontal_Mid_Orb_L,Cerebelum_8_L,0.0073,0.0073
Lingual_R,Cerebelum_Crus2_R,-0.0073,-0.0073
Calcarine_L,Cerebelum_8_R,0.0073,0.0073
Parietal_Sup_L,Vermis_10,0.0073,0.0073
SupraMarginal_R,Cerebelum_Crus1_L,0.0073,0.0073
Temporal_Pole_Sup_L,Cerebelum_Crus1_R,0.0073,0.0073
Occipital_Inf_R,Cerebelum_Crus2_R,0.0073,0.0073
Rectus_R,Cerebelum_8_L,-0.0072,-0.0072
Cerebelum_3_R,Vermis_10,0.0072,0.0072
ParaHippocampal_L,Vermis_9,-0.0072,-0.0072
Frontal_Mid_Orb_L,Cerebelum_9_L,-0.0072,-0.0072
Parietal_Inf_L,Vermis_9,-0.0072,-0.0072
Vermis_4_5,Vermis_8,0.0071,0.0071
Insula_L,Vermis_9,0.0071,0.0071
Temporal_Sup_L,Vermis_8,-0.0071,-0.0071
Frontal_Mid_Orb_L,Cerebelum_Crus2_R,-0.0071,-0.0071
Calcarine_R,Vermis_8,0.0071,0.0071
Frontal_Inf_Oper_L,Vermis_9,0.007,0.007
Cerebelum_9_R,Vermis_6,0.007,0.007
Frontal_Inf_Oper_R,Amygdala_R,0.007,0.007
Lingual_R,Cerebelum_Crus2_L,-0.007,-0.007
Temporal_Pole_Mid_L,Temporal_Inf_R,-0.007,-0.007
Cerebelum_8_L,Vermis_9,0.007,0.007
Occipital_Sup_L,Cerebelum_Crus2_L,-0.007,-0.007
Frontal_Med_Orb_R,ParaHippocampal_L,0.0069,0.0069
Cerebelum_Crus2_R,Cerebelum_4_5_L,-0.0069,-0.0069
Fusiform_R,Vermis_8,0.0069,0.0069
Frontal_Med_Orb_L,Cerebelum_9_L,-0.0069,-0.0069
Paracentral_Lobule_L,Cerebelum_9_L,0.0069,0.0069
Frontal_Sup_R,Vermis_9,0.0068,0.0068
Caudate_R,Vermis_9,0.0068,0.0068
Putamen_L,Vermis_9,0.0068,0.0068
Frontal_Inf_Tri_L,Temporal_Pole_Mid_R,-0.0068,-0.0068
Supp_Motor_Area_R,Cerebelum_Crus2_L,0.0068,0.0068
Parietal_Sup_R,Cerebelum_9_L,0.0068,0.0068
Cerebelum_6_R,Cerebelum_8_R,0.0068,0.0068
Occipital_Sup_L,Temporal_Pole_Mid_R,0.0068,0.0068
Cerebelum_Crus1_L,Vermis_10,0.0068,0.0068
SupraMarginal_L,Vermis_9,-0.0067,-0.0067
Precuneus_L,Vermis_8,0.0067,0.0067
Hippocampus_R,Vermis_10,0.0067,0.0067
Cerebelum_Crus2_R,Cerebelum_4_5_R,-0.0067,-0.0067
ParaHippocampal_L,Vermis_10,0.0067,0.0067
Rectus_R,Cerebelum_Crus1_L,0.0067,0.0067
Frontal_Inf_Orb_L,Cerebelum_Crus2_R,-0.0067,-0.0067
Parietal_Sup_R,Vermis_6,0.0067,0.0067
Frontal_Inf_Oper_R,Cerebelum_9_L,-0.0067,-0.0067
Postcentral_R,Vermis_9,-0.0067,-0.0067
Cuneus_R,Vermis_9,0.0067,0.0067
Frontal_Inf_Tri_L,Cerebelum_8_L,0.0067,0.0067
Cerebelum_Crus2_R,Cerebelum_7b_L,0.0067,0.0067
Hippocampus_L,Vermis_9,-0.0067,-0.0067
Supp_Motor_Area_L,Cerebelum_Crus2_R,-0.0066,-0.0066
Olfactory_L,Cerebelum_Crus1_L,-0.0066,-0.0066
Pallidum_R,Vermis_6,0.0066,0.0066
Putamen_L,Cerebelum_8_L,0.0066,0.0066
Occipital_Inf_R,Angular_L,0.0066,0.0066
Occipital_Inf_R,Vermis_10,0.0066,0.0066
Postcentral_L,Vermis_7,-0.0066,-0.0066
Frontal_Inf_Oper_R,Cerebelum_Crus2_L,0.0066,0.0066
Cingulum_Ant_L,Vermis_8,0.0066,0.0066
Cuneus_L,Cerebelum_Crus1_R,0.0066,0.0066
Frontal_Mid_L,Vermis_8,0.0066,0.0066
Hippocampus_R,Temporal_Pole_Mid_L,-0.0066,-0.0066
Cerebelum_Crus2_L,Vermis_1_2,0.0066,0.0066
Cerebelum_Crus1_R,Vermis_8,0.0066,0.0066
ParaHippocampal_L,Vermis_7,-0.0065,-0.0065
Occipital_Mid_L,Cerebelum_9_L,-0.0065,-0.0065
Rectus_L,Cerebelum_9_R,0.0065,0.0065
Frontal_Med_Orb_R,Cerebelum_Crus1_L,0.0065,0.0065
Amygdala_L,Cerebelum_Crus1_L,0.0065,0.0065
Occipital_Inf_R,Cerebelum_9_L,-0.0065,-0.0065
Amygdala_R,Parietal_Inf_R,-0.0064,-0.0064
Temporal_Sup_L,Cerebelum_8_L,0.0064,0.0064
Cingulum_Mid_L,Cerebelum_8_L,0.0064,0.0064
Temporal_Pole_Sup_L,Vermis_9,0.0064,0.0064
Frontal_Inf_Tri_L,Vermis_8,0.0064,0.0064
ParaHippocampal_L,Vermis_8,-0.0064,-0.0064
Cerebelum_Crus2_R,Cerebelum_9_L,-0.0064,-0.0064
Frontal_Med_Orb_R,Cerebelum_8_L,0.0064,0.0064
Rectus_R,Cerebelum_9_R,-0.0064,-0.0064
Cerebelum_Crus1_R,Vermis_1_2,-0.0064,-0.0064
Caudate_L,Cerebelum_8_R,-0.0063,-0.0063
Parietal_Inf_L,Cerebelum_Crus1_L,0.0063,0.0063
Frontal_Inf_Tri_R,Vermis_1_2,-0.0063,-0.0063
Cingulum_Mid_R,Vermis_8,0.0063,0.0063
Temporal_Mid_L,Cerebelum_8_L,0.0063,0.0063
Paracentral_Lobule_L,Temporal_Pole_Mid_L,0.0063,0.0063
Temporal_Pole_Sup_R,Cerebelum_Crus2_L,0.0063,0.0063
Cuneus_L,Vermis_7,0.0063,0.0063
Postcentral_L,Cerebelum_8_L,0.0063,0.0063
Frontal_Mid_Orb_L,Cerebelum_Crus2_L,0.0063,0.0063
Temporal_Pole_Mid_L,Cerebelum_8_R,-0.0063,-0.0063
Frontal_Sup_Medial_L,Vermis_9,0.0063,0.0063
Cingulum_Post_L,Temporal_Pole_Mid_L,-0.0063,-0.0063
Precuneus_L,Vermis_7,-0.0063,-0.0063
Supp_Motor_Area_R,Vermis_7,0.0063,0.0063
Vermis_3,Vermis_8,0.0063,0.0063
Insula_R,Vermis_9,0.0062,0.0062
Precuneus_R,Cerebelum_Crus1_R,-0.0062,-0.0062
Frontal_Inf_Oper_L,Cerebelum_Crus2_L,0.0062,0.0062
Cerebelum_6_L,Vermis_10,0.0062,0.0062
Temporal_Sup_R,Cerebelum_Crus2_R,-0.0062,-0.0062
Cerebelum_8_L,Vermis_1_2,0.0062,0.0062
Parietal_Inf_L,Vermis_7,0.0062,0.0062
Vermis_7,Vermis_10,0.0062,0.0062
ParaHippocampal_R,Vermis_8,0.0061,0.0061
Frontal_Inf_Tri_R,Vermis_7,-0.0061,-0.0061
ParaHippocampal_R,Cerebelum_Crus2_R,0.0061,0.0061
SupraMarginal_L,Cerebelum_8_L,0.0061,0.0061
Occipital_Mid_R,Cerebelum_Crus2_R,-0.0061,-0.0061
Temporal_Sup_L,Cerebelum_Crus1_R,-0.0061,-0.0061
Postcentral_L,Temporal_Pole_Mid_L,0.0061,0.0061
Frontal_Mid_Orb_R,Parietal_Sup_L,0.0061,0.0061
Rectus_R,Cerebelum_8_R,-0.006,-0.006
Precuneus_L,Temporal_Pole_Mid_L,-0.006,-0.006
Caudate_L,Vermis_10,0.006,0.006
Insula_R,Vermis_8,0.006,0.006
Frontal_Sup_L,Cerebelum_Crus2_L,0.006,0.006
Amygdala_L,Cerebelum_Crus2_R,-0.006,-0.006
Rectus_L,Vermis_8,0.006,0.006
Cuneus_L,Cerebelum_9_R,0.006,0.006
Cerebelum_6_R,Cerebelum_7b_L,-0.006,-0.006
Olfactory_R,Cerebelum_Crus2_L,0.006,0.006
Angular_L,Temporal_Pole_Mid_R,-0.006,-0.006
Olfactory_R,Vermis_9,0.006,0.006
Cerebelum_Crus2_R,Cerebelum_8_R,0.0059,0.0059
Cingulum_Ant_R,Cerebelum_Crus1_L,-0.0059,-0.0059
Insula_L,Vermis_8,0.0059,0.0059
Frontal_Sup_Medial_R,Vermis_9,0.0059,0.0059
Frontal_Mid_Orb_R,Parietal_Sup_R,0.0059,0.0059
Temporal_Sup_R,Cerebelum_7b_L,-0.0059,-0.0059
Temporal_Mid_R,Cerebelum_9_L,-0.0059,-0.0059
Thalamus_R,Temporal_Pole_Mid_L,-0.0059,-0.0059
Occipital_Inf_R,Postcentral_L,0.0058,0.0058
Parietal_Sup_R,Cerebelum_Crus1_R,0.0058,0.0058
Amygdala_L,Postcentral_R,0.0058,0.0058
Pallidum_L,Cerebelum_8_R,0.0058,0.0058
Frontal_Inf_Tri_R,Vermis_6,-0.0058,-0.0058
