source,target,Fisher_Z
Cingulum_Ant_L,Occipital_Sup_L,0.3281
Fusiform_L,Vermis_4_5,0.328
Lingual_L,Paracentral_Lobule_L,0.3279
Frontal_Sup_L,Occipital_Mid_L,0.3277
Hippocampus_R,Fusiform_R,0.3277
Frontal_Mid_Orb_R,Frontal_Inf_Orb_R,0.3277
SupraMarginal_L,Vermis_4_5,0.3275
Frontal_Inf_Oper_R,Lingual_L,0.3274
ParaHippocampal_L,Parietal_Inf_L,0.3273
Lingual_R,Occipital_Sup_R,0.3273
Cingulum_Post_R,ParaHippocampal_L,0.327
Frontal_Sup_L,Occipital_Sup_R,0.327
Lingual_L,Caudate_L,0.3267
Hippocampus_L,Parietal_Inf_R,0.3265
Precuneus_R,Cerebelum_4_5_L,0.3263
Cingulum_Mid_R,Heschl_R,0.3262
Cuneus_R,Thalamus_L,0.3262
Hippocampus_L,Caudate_R,0.3262
Calcarine_L,Cerebelum_4_5_R,0.3256
Putamen_R,Heschl_R,0.3253
Angular_R,Cerebelum_4_5_L,0.3252
Frontal_Inf_Tri_R,Occipital_Mid_L,0.3251
Hippocampus_R,Heschl_L,0.3251
Cingulum_Mid_L,Heschl_R,0.325
Parietal_Sup_L,Caudate_R,0.3247
Cingulum_Ant_R,Temporal_Sup_L,0.3243
Precentral_R,Vermis_4_5,0.3243
Frontal_Inf_Oper_R,Vermis_4_5,0.3242
Cingulum_Ant_R,Angular_R,0.3239
Precentral_R,Hippocampus_R,0.3238
Insula_L,Heschl_R,0.3237
Occipital_Mid_L,Parietal_Inf_R,0.3236
Cingulum_Ant_L,Thalamus_L,0.3233
Supp_Motor_Area_R,Vermis_4_5,0.3233
SupraMarginal_R,Temporal_Mid_R,0.323
Cingulum_Mid_R,Heschl_L,0.323
Cuneus_L,Putamen_R,0.323
Frontal_Mid_R,Rolandic_Oper_R,0.3226
Parietal_Inf_L,Vermis_4_5,0.3226
Occipital_Sup_L,Paracentral_Lobule_R,0.3223
Precuneus_L,Heschl_L,0.3223
Frontal_Sup_Medial_L,Temporal_Sup_L,0.3221
Cingulum_Mid_R,Temporal_Mid_L,0.3219
Hippocampus_R,Paracentral_Lobule_R,0.3218
Paracentral_Lobule_L,Temporal_Sup_L,0.3218
Pallidum_R,Thalamus_R,0.3217
Lingual_R,Heschl_L,0.3216
Angular_L,Heschl_L,0.3216
Lingual_L,Paracentral_Lobule_R,0.3213
Frontal_Mid_Orb_L,Frontal_Med_Orb_L,0.3213
Fusiform_L,Cerebelum_3_L,0.3213
Occipital_Sup_L,Temporal_Sup_L,0.3212
Parietal_Inf_R,Putamen_R,0.3211
Frontal_Inf_Orb_R,Rolandic_Oper_L,0.3211
Pallidum_L,Vermis_4_5,0.3211
Frontal_Mid_L,Occipital_Sup_L,0.321
Lingual_R,Parietal_Sup_L,0.321
Supp_Motor_Area_L,Occipital_Mid_L,0.3209
Rolandic_Oper_R,Frontal_Med_Orb_R,0.3208
Angular_R,Thalamus_L,0.3207
Cingulum_Ant_R,Occipital_Sup_L,0.3207
Postcentral_L,Temporal_Mid_L,0.3207
Cingulum_Ant_R,SupraMarginal_L,0.3206
ParaHippocampal_L,Precuneus_R,0.3206
Frontal_Inf_Tri_L,Calcarine_L,0.3204
Cingulum_Post_L,ParaHippocampal_L,0.3203
Frontal_Inf_Orb_R,Cingulum_Ant_R,0.3202
Cerebelum_3_L,Cerebelum_3_R,0.3201
Parietal_Sup_L,Putamen_L,0.3201
Supp_Motor_Area_R,Occipital_Sup_R,0.32
Hippocampus_L,Paracentral_Lobule_L,0.3198
Frontal_Inf_Tri_R,Temporal_Sup_R,0.3198
Calcarine_L,Occipital_Mid_R,0.3196
Fusiform_R,Cerebelum_3_R,0.3195
Temporal_Sup_L,Cerebelum_4_5_R,0.3194
Insula_L,Hippocampus_R,0.3194
Calcarine_L,Parietal_Sup_R,0.3193
Calcarine_R,Heschl_L,0.319
Frontal_Inf_Oper_R,Temporal_Sup_R,0.3188
Lingual_R,Parietal_Inf_R,0.3184
Rolandic_Oper_R,Fusiform_R,0.3184
Hippocampus_L,ParaHippocampal_R,0.318
Lingual_L,Heschl_L,0.3178
Supp_Motor_Area_R,Heschl_R,0.3177
Parietal_Inf_R,Vermis_4_5,0.3177
Occipital_Sup_L,Heschl_R,0.3177
Occipital_Sup_R,Temporal_Mid_R,0.3176
Frontal_Med_Orb_L,Insula_R,0.3175
Insula_R,Hippocampus_L,0.3171
Cingulum_Ant_R,Angular_L,0.3171
Frontal_Inf_Tri_L,Occipital_Mid_L,0.317
Cingulum_Ant_R,Cuneus_R,0.3169
Frontal_Inf_Orb_L,Pallidum_L,0.3167
Lingual_R,Paracentral_Lobule_L,0.3163
Angular_L,Putamen_R,0.3162
Frontal_Inf_Tri_R,Occipital_Sup_R,0.316
Frontal_Inf_Orb_L,Temporal_Sup_L,0.3159
Frontal_Sup_Medial_L,Temporal_Sup_R,0.3158
Lingual_R,Temporal_Sup_R,0.3156
ParaHippocampal_L,Temporal_Mid_L,0.3152
Precuneus_L,Temporal_Mid_L,0.315
Lingual_R,Temporal_Mid_L,0.3149
Temporal_Sup_R,Cerebelum_4_5_L,0.3148
Occipital_Mid_L,Occipital_Mid_R,0.3147
Frontal_Sup_Medial_L,Cerebelum_4_5_L,0.3145
Frontal_Mid_R,Lingual_L,0.3145
Hippocampus_L,Paracentral_Lobule_R,0.3145
Hippocampus_R,Parietal_Sup_R,0.3144
ParaHippocampal_L,Calcarine_R,0.3143
Putamen_L,Cerebelum_4_5_R,0.3141
Lingual_L,Parietal_Sup_L,0.3141
Cingulum_Ant_L,Occipital_Sup_R,0.3138
Calcarine_L,Thalamus_R,0.3136
Putamen_R,Cerebelum_4_5_R,0.3135
Frontal_Inf_Tri_L,Temporal_Sup_L,0.3134
Frontal_Med_Orb_R,Insula_L,0.3133
Temporal_Sup_R,Cerebelum_4_5_R,0.3132
Supp_Motor_Area_L,Heschl_R,0.3132
Cingulum_Ant_R,Thalamus_R,0.313
ParaHippocampal_L,Fusiform_R,0.313
Paracentral_Lobule_L,Vermis_4_5,0.313
Cuneus_L,Caudate_R,0.3129
SupraMarginal_R,Heschl_L,0.3129
Supp_Motor_Area_R,Temporal_Mid_L,0.3127
Hippocampus_R,Putamen_L,0.3126
Supp_Motor_Area_L,Temporal_Mid_L,0.3126
Precentral_R,Temporal_Sup_L,0.3124
Frontal_Inf_Orb_R,Cingulum_Ant_L,0.312
Frontal_Sup_Medial_R,Temporal_Sup_L,0.3119
Frontal_Sup_R,Temporal_Mid_L,0.3117
Occipital_Sup_L,Thalamus_L,0.3117
Fusiform_R,Vermis_3,0.3116
Temporal_Mid_L,Cerebelum_4_5_L,0.3114
Caudate_L,Heschl_R,0.3113
Cerebelum_3_R,Vermis_1_2,0.3113
Insula_R,Fusiform_R,0.3109
Angular_R,Caudate_R,0.3102
Cuneus_R,Caudate_L,0.31
Cuneus_R,Putamen_R,0.31
Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,0.3096
Occipital_Sup_R,Putamen_L,0.3095
Occipital_Sup_R,Cerebelum_4_5_L,0.3095
Cerebelum_3_R,Vermis_4_5,0.3093
Frontal_Sup_L,Temporal_Mid_L,0.3093
Cingulum_Post_R,Vermis_3,0.3092
Cuneus_L,Thalamus_R,0.3091
Supp_Motor_Area_R,Occipital_Mid_L,0.3091
Caudate_R,Pallidum_L,0.309
Cingulum_Ant_R,Pallidum_L,0.3086
Precentral_L,Vermis_4_5,0.3085
Occipital_Sup_L,Temporal_Mid_R,0.3077
Frontal_Mid_L,Lingual_L,0.3076
ParaHippocampal_L,Vermis_4_5,0.3076
Caudate_L,Heschl_L,0.3071
Frontal_Sup_Medial_L,Temporal_Mid_R,0.3069
Occipital_Mid_L,Parietal_Sup_R,0.3067
Frontal_Inf_Oper_L,Hippocampus_L,0.3067
Supp_Motor_Area_L,Occipital_Sup_R,0.3067
Thalamus_L,Vermis_3,0.3066
Temporal_Pole_Sup_L,Vermis_4_5,0.3066
Frontal_Med_Orb_R,Cingulum_Ant_R,0.3065
Cingulum_Mid_R,Cerebelum_4_5_L,0.3064
Thalamus_R,Heschl_L,0.3063
ParaHippocampal_L,Precuneus_L,0.3061
Cingulum_Post_L,Heschl_L,0.3059
Cingulum_Mid_R,ParaHippocampal_L,0.3058
Insula_R,Temporal_Mid_L,0.3058
Angular_R,Putamen_R,0.3057
Fusiform_R,Temporal_Sup_L,0.3056
ParaHippocampal_L,Temporal_Sup_L,0.3055
Precuneus_L,Cerebelum_4_5_L,0.3055
Fusiform_R,Cerebelum_3_L,0.3053
Frontal_Inf_Orb_L,Putamen_R,0.3052
Insula_L,Fusiform_R,0.3052
Caudate_R,Temporal_Sup_R,0.3043
Cingulum_Ant_R,Parietal_Inf_L,0.3041
Frontal_Mid_L,Occipital_Mid_L,0.3038
ParaHippocampal_L,Postcentral_L,0.3032
Precentral_L,Temporal_Sup_L,0.3031
Rolandic_Oper_R,Angular_L,0.303
Hippocampus_L,Occipital_Mid_L,0.3028
Rolandic_Oper_L,Fusiform_R,0.3025
Hippocampus_L,Parietal_Sup_R,0.3023
ParaHippocampal_L,Cerebelum_4_5_R,0.3022
Heschl_L,Cerebelum_4_5_R,0.302
Frontal_Mid_R,Occipital_Sup_R,0.3018
Cingulum_Ant_L,Temporal_Pole_Sup_L,0.3018
SupraMarginal_L,Heschl_R,0.3017
Frontal_Inf_Oper_L,Temporal_Mid_L,0.3014
Frontal_Inf_Oper_L,Cerebelum_4_5_L,0.3012
Postcentral_L,Cerebelum_4_5_L,0.301
Frontal_Inf_Tri_R,Thalamus_L,0.3009
Frontal_Inf_Tri_L,Parietal_Sup_R,0.3009
Frontal_Inf_Tri_L,Thalamus_R,0.3008
SupraMarginal_L,Cerebelum_4_5_L,0.3007
Parietal_Sup_L,Temporal_Sup_R,0.3006
Temporal_Mid_L,Vermis_4_5,0.3005
Frontal_Sup_R,Heschl_R,0.3005
Thalamus_R,Temporal_Mid_L,0.3004
ParaHippocampal_L,Vermis_3,0.3004
